Code plate-forme;Code gare;Code UIC;Date fin validité plateforme;Intitulé plateforme;Code postal;Code Commune;Commune;Code département;Département;Longitude;Latitude;Segment DRG;Niveau de service;RG;TVSs;SOPs;Gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;DTG;Région SNCF;Unité gare;UT;Nbre plateformes;TVS;WGS 84
03063-1;03063;0087113696;;Rosny Bois Perrier;93110;064;Rosny-sous-Bois;93;Seine-Saint-Denis;2.480987;48.882568;b;;GARES B IDF LIGNE E;"[{""TVS_Code"": ""RBI""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Rosny Bois Perrier"", ""Alias_Libelle_Fronton"": ""Rosny Bois Perrier"", ""AgenceGC_Libelle"": ""Direction Générale des Gares Île-de-France"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-EST"", ""UG_Libelle"": null, ""UT_Libelle"": ""ROSNY BOIS PERRIER GARE""}";Rosny Bois Perrier;Rosny Bois Perrier;True;False;Direction Générale des Gares Île-de-France;REGION DE PARIS-EST;;ROSNY BOIS PERRIER GARE;1;RBI;48.882568,2.480987
03069-1;03069;0087113209;;Pantin;93500;055;Pantin;93;Seine-Saint-Denis;2.400685;48.898096;b;;GARES B IDF LIGNE E;"[{""TVS_Code"": ""PAN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Pantin"", ""Alias_Libelle_Fronton"": ""Pantin"", ""AgenceGC_Libelle"": ""Direction Générale des Gares Île-de-France"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-EST"", ""UG_Libelle"": null, ""UT_Libelle"": ""PANTIN P GARE""}";Pantin;Pantin;True;False;Direction Générale des Gares Île-de-France;REGION DE PARIS-EST;;PANTIN P GARE;1;PAN;48.898096,2.400685
03088-1;03088;0087691949;;Bidos;64400;126;Bidos;64;Pyrénées-Atlantiques;-0.60690;43.17892;c;;GARES C AQUITAINE;"[{""TVS_Code"": ""EON""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Bidos"", ""Alias_Libelle_Fronton"": ""Bidos"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": null, ""UG_Libelle"": ""UG Aquitaine"", ""UT_Libelle"": null}";Bidos;Bidos;True;False;DTG Nouvelle Aquitaine;;UG Aquitaine;;1;EON;43.17892,-0.6069
03095-1;03095;0087184424;;Morvillars;90120;072;Morvillars;90;Territoire de Belfort;6.93511;47.54952;c;;GARES C FRANCHE COMTE;"[{""TVS_Code"": ""MOV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Morvillars"", ""Alias_Libelle_Fronton"": ""Morvillars"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": null, ""UG_Libelle"": null, ""UT_Libelle"": null}";Morvillars;Morvillars;True;False;DTG Centre Est Rhône Alpin;;;;1;MOV;47.54952,6.93511
03209-1;03209;0087701532;;Trélazé;49800;353;Trélazé;49;Maine-et-Loire;-0.46960;47.45272;c;;GARES C PAYS DE LA LOIRE;"[{""TVS_Code"": ""TLZ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Trélazé"", ""Alias_Libelle_Fronton"": ""Trélazé"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": null, ""UG_Libelle"": ""UG Pays de la Loire"", ""UT_Libelle"": ""TRELAZE GARE""}";Trélazé;Trélazé;True;False;DTG Centre Ouest;;UG Pays de la Loire;TRELAZE GARE;1;TLZ;47.45272,-0.4696
03210-1;03210;0087722249;;Irigny Yvours;69540;100;Irigny;69;Rhône;4.83229;45.69002;c;;GARES C RHONE;"[{""TVS_Code"": ""IRY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Irigny Yvours"", ""Alias_Libelle_Fronton"": ""Irigny Yvours"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": null, ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""IRIGNY GARE""}";Irigny Yvours;Irigny Yvours;True;False;DTG Centre Est Rhône Alpin;;UG Lyon Vallée du Rhône;IRIGNY GARE;1;IRY;45.69002,4.83229
03212-1;03212;0087697318;;Villetaneuse Université T11;93430;079;Villetaneuse;93;Seine-Saint-Denis;2.34251;48.96;b;;GARES B IDF LIGNE T11;;;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Villetaneuse Université T11"", ""Alias_Libelle_Fronton"": ""Villetaneuse Université T11"", ""AgenceGC_Libelle"": ""Direction Générale des Gares Île-de-France"", ""RegionSNCF_Libelle"": null, ""UG_Libelle"": null, ""UT_Libelle"": ""EPINAY VILLETANEUSE GARE""}";Villetaneuse Université T11;Villetaneuse Université T11;True;False;Direction Générale des Gares Île-de-France;;;EPINAY VILLETANEUSE GARE;1;;48.96,2.34251
03214-1;03214;0087697342;;Dugny - La Courneuve T11;93120;027;Courneuve;93;Seine-Saint-Denis;2.41150;48.94390;b;;GARES B IDF LIGNE T11;;;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Dugny - La Courneuve T11"", ""Alias_Libelle_Fronton"": ""Dugny - La Courneuve T11"", ""AgenceGC_Libelle"": ""Direction Générale des Gares Île-de-France"", ""RegionSNCF_Libelle"": null, ""UG_Libelle"": null, ""UT_Libelle"": ""LA COURNEUVE DUGNY GARE""}";Dugny - La Courneuve T11;Dugny - La Courneuve T11;True;False;Direction Générale des Gares Île-de-France;;;LA COURNEUVE DUGNY GARE;1;;48.9439,2.4115
03223-1;03223;0087000044;;Champlan;;;;;;;;;;Gares C Ile-de-France;;;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Champlan"", ""Alias_Libelle_Fronton"": null, ""AgenceGC_Libelle"": null, ""RegionSNCF_Libelle"": null, ""UG_Libelle"": null, ""UT_Libelle"": null}";Champlan;;True;False;;;;;1;;
03225-1;03225;0087000046;;Saint Cyr ZAC;;;;;;;;;;Gares C Ile-de-France;;;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint Cyr ZAC"", ""Alias_Libelle_Fronton"": null, ""AgenceGC_Libelle"": null, ""RegionSNCF_Libelle"": null, ""UG_Libelle"": null, ""UT_Libelle"": null}";Saint Cyr ZAC;;True;False;;;;;1;;
00017-1;00017;0087784777;;Sauto;66210;192;Sauto;66;Pyrénées-Orientales;2.1600389;42.5063705;c;1;GARES C LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""TOX""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Sauto"", ""Alias_Libelle_Fronton"": ""Sauto"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""SAUTO GARE""}";Sauto;Sauto;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;SAUTO GARE;1;TOX;42.5063705,2.1600389
00019-1;00019;0087784751;;Thuès Carença;66360;209;Thuès-Entre-Valls;66;Pyrénées-Orientales;2.2227279;42.5229486;c;1;GARES C LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""THG""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Thuès Carença"", ""Alias_Libelle_Fronton"": ""Thuès Carença"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": null}";Thuès Carença;Thuès Carença;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;;1;THG;42.5229486,2.2227279
00027-1;00027;0087784637;;Prades - Molitg-les-Bains;66500;149;Prades;66;Pyrénées-Orientales;2.4294184;42.6170988;c;1;GARES C LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""PDS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Prades - Molitg-les-Bains"", ""Alias_Libelle_Fronton"": ""Prades - Molitg-les-Bains"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""PRADES MOLITG LES BAINS GARE""}";Prades - Molitg-les-Bains;Prades - Molitg-les-Bains;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;PRADES MOLITG LES BAINS GARE;1;PDS;42.6170988,2.4294184
00030-1;00030;0087784561;;Ille-sur-Têt;66130;088;Ille-sur-Têt;66;Pyrénées-Orientales;2.6242863;42.6682396;c;1;GARES C LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""ILL""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Ille-sur-Têt"", ""Alias_Libelle_Fronton"": ""Ille-sur-Têt"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""ILLE SUR TET GARE""}";Ille-sur-Têt;Ille-sur-Têt;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;ILLE SUR TET GARE;1;ILL;42.6682396,2.6242863
00031-1;00031;0087784546;;Millas;66170;108;Millas;66;Pyrénées-Orientales;2.6937502;42.6888961;c;1;GARES C LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""MYR""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Millas"", ""Alias_Libelle_Fronton"": ""Millas"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""MILLAS GARE""}";Millas;Millas;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;MILLAS GARE;1;MYR;42.6888961,2.6937502
00034-1;00034;0087784298;;Banyuls-sur-Mer;66650;016;Banyuls-sur-Mer;66;Pyrénées-Orientales;3.1250496;42.4829582;c;1;GARES C LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""BAN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Banyuls-sur-Mer"", ""Alias_Libelle_Fronton"": ""Banyuls-sur-Mer"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""BANYULS SUR MER GARE""}";Banyuls-sur-Mer;Banyuls-sur-Mer;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;BANYULS SUR MER GARE;1;BAN;42.4829582,3.1250496
00035-1;00035;0087784264;;Port-Vendres;66660;148;Port-Vendres;66;Pyrénées-Orientales;3.1025762;42.5136077;c;1;GARES C LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""POV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Port-Vendres"", ""Alias_Libelle_Fronton"": ""Port-Vendres"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""PORT VENDRES VILLE GARE""}";Port-Vendres;Port-Vendres;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;PORT VENDRES VILLE GARE;1;POV;42.5136077,3.1025762
00037-1;00037;0087784231;;Argelès-sur-Mer;66700;008;Argelès-sur-Mer;66;Pyrénées-Orientales;3.022349;42.543970;b;1;GARES B LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""AMR""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Argelès-sur-Mer"", ""Alias_Libelle_Fronton"": ""Argelès-sur-Mer"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""ARGELES SUR MER GARE""}";Argelès-sur-Mer;Argelès-sur-Mer;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;ARGELES SUR MER GARE;1;AMR;42.54397,3.022349
00039-1;00039;0087784173;;Rivesaltes;66600;164;Rivesaltes;66;Pyrénées-Orientales;2.86789;42.7664405;c;1;GARES C LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""RVT""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Rivesaltes"", ""Alias_Libelle_Fronton"": ""Rivesaltes"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""RIVESALTES GARE""}";Rivesaltes;Rivesaltes;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;RIVESALTES GARE;1;RVT;42.7664405,2.86789
00045-1;00045;0087783647;;Bagnols - Chadenet;48190;003;Allenc;48;Lozère;3.628178;44.5286125;c;1;GARES C LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""BCT""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Bagnols - Chadenet"", ""Alias_Libelle_Fronton"": ""Bagnols - Chadenet"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""BAGNOLS CHADENET EX GARE""}";Bagnols - Chadenet;Bagnols - Chadenet;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;BAGNOLS CHADENET EX GARE;1;BCT;44.5286125,3.628178
00053-1;00053;0087783423;;Saint-Georges-de-Luzençon;12100;225;Saint-Georges-de-Luzençon;12;Aveyron;2.983784;44.066553;c;1;GARES C MIDI PYRENEES;"[{""TVS_Code"": ""SDU""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Georges-de-Luzençon"", ""Alias_Libelle_Fronton"": ""Saint-Georges-de-Luzençon"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""SAINT GEORGES DE LUZENCON GARE""}";Saint-Georges-de-Luzençon;Saint-Georges-de-Luzençon;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;SAINT GEORGES DE LUZENCON GARE;1;SDU;44.066553,2.983784
00056-1;00056;0087783324;;Banassac - La Canourgue;48500;017;Banassac-Canilhac;48;Lozère;3.1958518;44.4477632;c;1;GARES C LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""BAA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Banassac - La Canourgue"", ""Alias_Libelle_Fronton"": ""Banassac - La Canourgue"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""BANASSAC LA CANOURGUE GARE""}";Banassac - La Canourgue;Banassac - La Canourgue;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;BANASSAC LA CANOURGUE GARE;1;BAA;44.4477632,3.1958518
00057-1;00057;0087783308;;Le Monastier-Pin-Moriès;48100;099;Bourgs sur Colagne;48;Lozère;3.252057;44.5089682;c;1;GARES C LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""LMR""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Le Monastier-Pin-Moriès"", ""Alias_Libelle_Fronton"": ""Le Monastier"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""LE MONASTIER EX GARE""}";Le Monastier-Pin-Moriès;Le Monastier;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;LE MONASTIER EX GARE;1;LMR;44.5089682,3.252057
00067-1;00067;0087781583;;Le Bousquet-d'Orb;34260;038;Bousquet-d'Orb;34;Hérault;3.1689379;43.6912097;c;1;GARES C LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""LBD""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Le Bousquet-d'Orb"", ""Alias_Libelle_Fronton"": ""Le Bousquet-d'Orb"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""LE BOUSQUET D ORB GARE""}";Le Bousquet-d'Orb;Le Bousquet-d'Orb;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;LE BOUSQUET D ORB GARE;1;LBD;43.6912097,3.1689379
00072-1;00072;0087781294;;Marseillan Plage;34340;150;Marseillan;34;Hérault;3.5355281;43.3181964;c;1;GARES C LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""MPP""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Marseillan Plage"", ""Alias_Libelle_Fronton"": ""Marseillan Plage"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""MARSEILLAN PLAGE GARE""}";Marseillan Plage;Marseillan Plage;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;MARSEILLAN PLAGE GARE;1;MPP;43.3181964,3.5355281
00077-1;00077;0087781104;;Narbonne;11100;262;Narbonne;11;Aude;3.005910;43.190387;a;2;GARE NARBONNE;"[{""TVS_Code"": ""NBN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Narbonne"", ""Alias_Libelle_Fronton"": ""Narbonne"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""NARBONNE GARE""}";Narbonne;Narbonne;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;NARBONNE GARE;1;NBN;43.190387,3.00591
00102-1;00102;0087775247;;La Levade;30110;132;Grand-Combe;30;Gard;4.0102736;44.228602;c;1;GARES C LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""LLE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Levade"", ""Alias_Libelle_Fronton"": ""La Levade"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""LA LEVADE GARE""}";La Levade;La Levade;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;LA LEVADE GARE;1;LLE;44.228602,4.0102736
00106-1;00106;0087775197;;Villefort;48800;198;Villefort;48;Lozère;3.9240146;44.4395099;c;1;GARES C LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""VLF""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Villefort"", ""Alias_Libelle_Fronton"": ""Villefort"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""VILLEFORT GARE""}";Villefort;Villefort;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;VILLEFORT GARE;1;VLF;44.4395099,3.9240146
00126-1;00126;0087773432;;Valergues - Lansargues;34130;321;Valergues;34;Hérault;4.0601085;43.672678;c;1;GARES C LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""VGU""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Valergues - Lansargues"", ""Alias_Libelle_Fronton"": ""Valergues - Lansargues"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""VALERGUES LANSARGUES GARE""}";Valergues - Lansargues;Valergues - Lansargues;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;VALERGUES LANSARGUES GARE;1;VGU;43.672678,4.0601085
00128-1;00128;0087773408;;Lunel;34400;145;Lunel;34;Hérault;4.131086;43.679392;b;1;GARES B LANGUEDOC ROUSSILLON;"[{""TVS_Code"": ""LUN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Lunel"", ""Alias_Libelle_Fronton"": ""Lunel"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION LANGUEDOC-ROUSSILLON"", ""UG_Libelle"": ""UG Est Occitanie"", ""UT_Libelle"": ""LUNEL GARE""}";Lunel;Lunel;True;False;DTG Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Est Occitanie;LUNEL GARE;1;LUN;43.679392,4.131086
00135-1;00135;0087765479;;L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse;84800;054;Isle-sur-la-Sorgue;84;Vaucluse;5.047615;43.917393;b;1;GARES B PROV ALPES;"[{""TVS_Code"": ""LFV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse"", ""Alias_Libelle_Fronton"": ""L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""L ISLE FONTAINE DE VAUCLUSE GARE""}";L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse;L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;L ISLE FONTAINE DE VAUCLUSE GARE;1;LFV;43.917393,5.047615
00141-1;00141;0087765354;;Tarascon;13150;108;Tarascon;13;Bouches-du-Rhône;4.657206;43.801331;b;1;GARES B PROV ALPES;"[{""TVS_Code"": ""TCN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Tarascon"", ""Alias_Libelle_Fronton"": ""Tarascon"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""TARASCON GARE""}";Tarascon;Tarascon;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;TARASCON GARE;1;TCN;43.801331,4.657206
00149-1;00149;0087764357;;Bollène La Croisière;84500;019;Bollène;84;Vaucluse;4.707908;44.271525;b;1;GARES B PROV ALPES;"[{""TVS_Code"": ""BLN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Bollène La Croisière"", ""Alias_Libelle_Fronton"": ""Bollène la Croisière"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""BOLLENE LA CROISIERE P GARE""}";Bollène La Croisière;Bollène la Croisière;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;BOLLENE LA CROISIERE P GARE;1;BLN;44.271525,4.707908
00151-1;00151;0087764290;;Donzère;26290;116;Donzère;26;Drôme;4.7046262;44.4433646;c;1;GARES C RHONE;"[{""TVS_Code"": ""DOE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Donzère"", ""Alias_Libelle_Fronton"": ""Donzère"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""DONZERE GARE""}";Donzère;Donzère;True;False;DTG Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;DONZERE GARE;1;DOE;44.4433646,4.7046262
00158-1;00158;0087763466;;Embrun;05200;046;Embrun;05;Hautes-Alpes;6.496773;44.567008;b;1;GARES B PROV ALPES;"[{""TVS_Code"": ""EMB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Embrun"", ""Alias_Libelle_Fronton"": ""Embrun"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""EMBRUN GARE""}";Embrun;Embrun;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;EMBRUN GARE;1;EMB;44.567008,6.496773
